7.69080502732543e-07	0	1.15023238573895e-07	5.17045058480205e-07	2.46341729384974e-07	4.71684627211199e-07	1.17242319658582e-07	9.94567461118123e-08	0	0
0	7.69080502732543e-07	1.33763585586902e-07	2.4988023399224e-07	7.5714680008612e-07	3.89117483699264e-07	1.81827339995044e-07	3.3717102784887e-07	1.35757652480495e-07	1.35757652480495e-07
1.15023238573895e-07	1.33763585586902e-07	6.96656652124658e-07	3.81702660936127e-07	4.86118903446111e-07	3.10508243442698e-07	3.32292791457478e-07	2.5471839189234e-07	3.91091695385378e-07	3.91091695385378e-07
5.17045058480205e-07	2.4988023399224e-07	3.81702660936127e-07	3.76799300778974e-07	3.85326188834796e-07	2.20132480979391e-07	2.40104519065602e-07	1.19947693259549e-07	1.69294882806461e-07	1.69294882806461e-07
2.46341729384974e-07	7.5714680008612e-07	4.86118903446111e-07	3.85326188834796e-07	5.39153039353394e-07	4.05076993870708e-07	2.31993020675687e-07	2.29413568400709e-07	3.89005035538814e-07	3.89005035538814e-07
4.71684627211199e-07	3.89117483699264e-07	3.10508243442698e-07	2.20132480979391e-07	4.05076993870708e-07	4.44841686700038e-07	2.62755568048785e-07	2.13774186034469e-07	1.73980553498601e-07	1.73980553498601e-07
1.17242319658582e-07	1.81827339995044e-07	3.32292791457478e-07	2.40104519065602e-07	2.31993020675687e-07	2.62755568048785e-07	4.36895689379462e-07	2.01406722473978e-07	1.88750467036618e-07	1.88750467036618e-07
9.94567461118123e-08	3.3717102784887e-07	2.5471839189234e-07	1.19947693259549e-07	2.29413568400709e-07	2.13774186034469e-07	2.01406722473978e-07	8.15708422069738e-07	3.56661005640702e-07	3.56661005640702e-07
0	1.35757652480495e-07	3.91091695385378e-07	1.69294882806461e-07	3.89005035538814e-07	1.73980553498601e-07	1.88750467036618e-07	3.56661005640702e-07	4.95299343715168e-07	4.95299343715168e-07
0	1.35757652480495e-07	3.91091695385378e-07	1.69294882806461e-07	3.89005035538814e-07	1.73980553498601e-07	1.88750467036618e-07	3.56661005640702e-07	4.95299343715168e-07	4.95299343715168e-07
