6.34142110251951e-07	1.94763329131852e-07	1.78333362842368e-07	5.61394664297889e-07	3.88126852689601e-07	1.07896858630791e-07	6.00408802321493e-08	2.12480781477449e-08	1.5713186026062e-08	1.5713186026062e-08
1.04145570506639e-07	5.93893980508218e-07	5.14226219993644e-08	1.67825661786903e-07	4.18037352411837e-07	3.07552382655368e-07	7.03896244089802e-08	1.49733774804925e-08	2.56206623955441e-08	2.56206623955441e-08
5.57576983722088e-08	1.14828493827062e-07	3.27189259228618e-07	1.86568347898496e-07	1.26466702463829e-07	1.9633021155898e-07	1.93065096360821e-07	6.0652139039991e-08	4.06614593645899e-08	4.06614593645899e-08
2.03627861801234e-07	5.4890735186498e-08	1.26759685180882e-07	2.15064335477874e-07	9.00731077653381e-08	9.78126560220162e-08	8.63105495060025e-08	4.25828441852519e-08	2.13420261597158e-08	2.13420261597158e-08
8.67034017117148e-08	2.54832343080006e-07	1.05982860159429e-07	1.20123424352397e-07	1.49670686370173e-07	1.08282539486884e-07	8.60610939103931e-08	1.15018086008413e-07	6.21669135041728e-08	6.21669135041728e-08
2.90804254081546e-08	8.35231695621495e-08	1.98717090786512e-07	7.01585480731542e-08	1.13748902364628e-07	2.31007245535531e-07	1.06529603579792e-07	5.54674974158265e-08	7.38759081148486e-08	7.38759081148486e-08
3.73266372896705e-08	5.96967983574552e-08	1.02857253664693e-07	9.09502830198857e-08	1.19433250093537e-07	1.81193725105209e-07	3.264568067905e-07	1.46961240214738e-07	1.52409978293269e-07	1.52409978293269e-07
7.79124396810005e-08	1.16164301289898e-07	2.74019927695558e-08	5.24002500432302e-08	5.56575688879336e-08	6.32903189241226e-08	1.20058209051524e-07	4.7396994500286e-07	1.60068909836147e-07	1.60068909836147e-07
0	0	0	0	7.78608128333066e-08	1.26144483716864e-07	1.19155601817237e-07	3.03917842956195e-07	4.11190987008816e-07	4.11190987008816e-07
1.5713186026062e-08	2.56206623955441e-08	4.06614593645899e-08	2.13420261597158e-08	6.21669135041728e-08	7.38759081148486e-08	1.52409978293269e-07	1.60068909836147e-07	4.11190987008816e-07	4.11190987008816e-07
