3.31869695514132e-06	5.02161627443765e-07	2.04404667852271e-07	5.18393600543061e-07	2.90886324600038e-07	1.47709334486258e-07	9.75515007256974e-08	4.88831498787306e-08	3.27731868051309e-07	3.27731868051309e-07
5.02161627443765e-07	2.05324528775209e-06	2.0233638492791e-07	1.98188103886095e-07	8.90609073487003e-07	2.43344046103659e-07	1.8290550200913e-07	5.38260071168502e-08	1.39068390822845e-07	1.39068390822845e-07
2.04404667852271e-07	2.0233638492791e-07	4.62509882074952e-07	4.2971231180696e-07	3.67186961847176e-07	3.18985757527359e-07	3.03057743858645e-07	9.43631209538911e-08	2.70961200646041e-07	2.70961200646041e-07
5.18393600543061e-07	1.98188103886095e-07	4.2971231180696e-07	5.40160870263001e-07	3.70424214901328e-07	2.18900371086338e-07	2.87073568796327e-07	5.61094205391486e-08	1.47358613456894e-07	1.47358613456894e-07
2.90886324600038e-07	8.90609073487002e-07	3.67186961847176e-07	3.70424214901328e-07	3.11850963218512e-07	2.49849751377823e-07	2.47009409374088e-07	1.16646923085562e-07	3.16392540644087e-07	3.16392540644087e-07
1.47709334486258e-07	2.43344046103659e-07	3.18985757527359e-07	2.18900371086338e-07	2.49849751377823e-07	2.99030959114135e-07	2.50235998946368e-07	7.79170359858212e-08	1.22547737886353e-07	1.22547737886353e-07
9.75515007256973e-08	1.8290550200913e-07	3.03057743858645e-07	2.87073568796327e-07	2.47009409374088e-07	2.50235998946368e-07	4.74272403826134e-07	2.58373436359255e-07	2.33446294454687e-07	2.33446294454687e-07
4.88831498787306e-08	5.38260071168502e-08	9.43631209538911e-08	5.61094205391486e-08	1.16646923085562e-07	7.79170359858212e-08	2.58373436359255e-07	5.26964882497375e-07	2.61909692331908e-07	2.61909692331908e-07
3.27731868051309e-07	1.39068390822845e-07	2.70961200646041e-07	1.47358613456894e-07	3.16392540644087e-07	1.22547737886353e-07	2.33446294454687e-07	2.61909692331908e-07	5.48538984345503e-07	5.48538984345503e-07
3.27731868051309e-07	1.39068390822845e-07	2.70961200646041e-07	1.47358613456894e-07	3.16392540644087e-07	1.22547737886353e-07	2.33446294454687e-07	2.61909692331908e-07	5.48538984345503e-07	5.48538984345503e-07
