6.24877908470191e-07	0	7.00560622311288e-08	4.20488407456149e-07	1.59271061812789e-07	1.25433829898185e-07	5.43966115490898e-08	4.0470944775329e-08	0	0
0	6.24877908470191e-07	1.59841437294204e-08	3.35055518699448e-07	5.96528238882475e-07	1.9646328368418e-07	1.67020626676237e-08	1.35238793843064e-07	0	0
7.00560622311288e-08	5.30762716636098e-08	3.22120875581734e-07	1.80422794234746e-07	2.46861385534494e-07	1.12558888025871e-07	1.60064441927177e-07	4.96297582856506e-08	7.07510853943527e-08	7.07510853943527e-08
4.20488407456149e-07	1.03136188170652e-07	8.88001306332806e-08	2.25742769374441e-07	1.72668276679819e-07	8.2064525602983e-08	1.12454699677978e-07	2.28981126896115e-08	2.13111198313001e-08	2.13111198313001e-08
1.59271061812789e-07	3.35140730348572e-07	1.50309993350912e-07	1.69063696396839e-07	2.62094236077155e-07	2.11808327455616e-07	6.02167499078258e-08	9.37774441206198e-08	7.77710338535883e-08	7.77710338535883e-08
1.25433829898185e-07	2.08471049987458e-07	2.09427171694228e-07	7.68914090673612e-08	1.90988779577614e-07	2.52028082072035e-07	1.23762427832948e-07	9.11446011033497e-08	1.23198487002391e-07	1.23198487002391e-07
5.43966115490898e-08	9.06072141431891e-08	1.00049150129038e-07	1.09999099918654e-07	1.06788732031462e-07	1.96266447156937e-07	3.09797781802467e-07	1.61615757838646e-07	1.33701869282965e-07	1.33701869282965e-07
4.0470944775329e-08	8.92451854652078e-08	7.69850983169696e-08	9.35148483165438e-08	1.18440728391445e-07	1.31766427869065e-07	1.08701103824451e-07	6.69955511551141e-07	1.64504646979131e-07	1.64504646979131e-07
0	8.79709588073606e-08	1.25400531148388e-08	7.09725712837476e-08	3.05043950165313e-07	0	0	1.90978199147641e-07	4.14670724085803e-07	4.14670724085803e-07
0	0	7.07510853943527e-08	2.13111198313001e-08	7.77710338535883e-08	1.23198487002391e-07	1.33701869282965e-07	1.64504646979131e-07	4.14670724085803e-07	4.14670724085803e-07
