1.22152824701669e-06	1.70998335222124e-07	2.99726752509886e-07	5.67887256802551e-07	5.21338628612645e-07	1.43254008257961e-07	9.2083030641471e-08	6.64258500084274e-08	4.40656676561846e-08	4.40656676561846e-08
1.70998335222124e-07	6.55938114204323e-07	2.13841058834704e-07	3.86878087649241e-07	6.86123285152772e-07	3.62938010244162e-07	6.40027622427677e-08	1.12114036863091e-07	2.55505410401713e-07	2.55505410401713e-07
2.99726752509886e-07	2.13841058834704e-07	3.43376615250046e-07	3.09093763618973e-07	2.03087760553779e-07	2.94495132747736e-07	1.77634966236604e-07	1.02630729575951e-07	3.00625063085298e-07	3.00625063085298e-07
5.67887256802551e-07	3.86878087649241e-07	3.09093763618973e-07	4.64085323694202e-07	3.21240812503102e-07	2.79113685537697e-07	1.72499519568495e-07	2.1904461837211e-07	6.02931216114281e-07	6.02931216114281e-07
5.21338628612645e-07	6.86123285152772e-07	2.03087760553779e-07	3.21240812503102e-07	3.88625713754346e-07	2.89577172599215e-07	1.34497812017796e-07	1.44778505961655e-07	2.95559460969725e-07	2.95559460969725e-07
1.43254008257961e-07	3.62938010244162e-07	2.94495132747736e-07	2.79113685537697e-07	2.89577172599215e-07	4.22885828064516e-07	2.28376522481734e-07	1.66385241433903e-07	3.18832437816976e-07	3.18832437816976e-07
9.2083030641471e-08	6.40027622427677e-08	1.77634966236604e-07	1.72499519568495e-07	1.34497812017796e-07	2.28376522481734e-07	3.26608325196607e-07	1.76204775384806e-07	2.80087439815328e-07	2.80087439815328e-07
6.64258500084274e-08	1.12114036863091e-07	1.02630729575951e-07	2.1904461837211e-07	1.44778505961655e-07	1.66385241433903e-07	1.76204775384806e-07	7.02235672154637e-07	2.48090107838766e-07	2.48090107838766e-07
4.40656676561846e-08	2.55505410401713e-07	3.00625063085298e-07	6.02931216114281e-07	2.95559460969725e-07	3.18832437816976e-07	2.80087439815328e-07	2.48090107838766e-07	2.93732874548195e-07	2.93732874548195e-07
4.40656676561846e-08	2.55505410401713e-07	3.00625063085298e-07	6.02931216114281e-07	2.95559460969725e-07	3.18832437816976e-07	2.80087439815328e-07	2.48090107838766e-07	2.93732874548195e-07	2.93732874548195e-07
