"date","adeno_A_0_9","adeno_A_10_19","adeno_A_20_29","adeno_A_30_39","adeno_A_40_49","adeno_A_50_59","adeno_A_60_69","adeno_A_70_79","adeno_A_80_89","adeno_A_90_99","adeno_B_0_9","adeno_B_10_19","adeno_B_20_29","adeno_B_30_39","adeno_B_40_49","adeno_B_50_59","adeno_B_60_69","adeno_B_70_79","adeno_B_80_89","adeno_B_90_99","rna_A_0_9","rna_A_10_19","rna_A_20_29","rna_A_30_39","rna_A_40_49","rna_A_50_59","rna_A_60_69","rna_A_70_79","rna_A_80_89","rna_A_90_99","rna_B_0_9","rna_B_10_19","rna_B_20_29","rna_B_30_39","rna_B_40_49","rna_B_50_59","rna_B_60_69","rna_B_70_79","rna_B_80_89","rna_B_90_99","rna_E_0_9","rna_E_10_19","rna_E_20_29","rna_E_30_39","rna_E_40_49","rna_E_50_59","rna_E_60_69","rna_E_70_79","rna_E_80_89","rna_E_90_99","rna_F_0_9","rna_F_10_19","rna_F_20_29","rna_F_30_39","rna_F_40_49","rna_F_50_59","rna_F_60_69","rna_F_70_79","rna_F_80_89","rna_F_90_99","rna_X_0_9","rna_X_10_19","rna_X_20_29","rna_X_30_39","rna_X_40_49","rna_X_50_59","rna_X_60_69","rna_X_70_79","rna_X_80_89","rna_X_90_99"
2021-07-07,0,94.75,240.817542689488,128.990239795377,123.103434288981,101.195072745933,56.0510257066969,30.4028122614687,23.8715041835563,6.06836832849865,0.25,50.25,309.691010296515,758.188762422435,2455.41100799763,2231.33262097151,3819.0461261494,2288.53229562947,518.533465909201,49.264710623833,0,2417,4545.26045090792,1238.19673193086,396.284139294425,198.408955965305,119.998339706547,64.7709409954635,26.143354679709,4.43708651976245,0,348,2626.46703805767,4483.9381146963,4721.62383588518,6862.2572119519,2609.7415025103,275.927807565888,58.094059931471,9.20042940127212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,0,94.75,240.817542689488,128.990239795377,123.103434288981,101.195072745933,56.0510257066969,30.4028122614687,23.8715041835563,6.06836832849865,0.25,50.25,309.691010296515,758.188762422435,2455.41100799763,2231.33262097151,3819.0461261494,2288.53229562947,518.533465909201,49.264710623833,0,2417,4545.26045090792,1238.19673193086,396.284139294425,198.408955965305,119.998339706547,64.7709409954635,26.143354679709,4.43708651976245,0,348,2626.46703805767,4483.9381146963,4721.62383588518,6862.2572119519,2609.7415025103,275.927807565888,58.094059931471,9.20042940127212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,0,128.5,315.195269659038,141.510815342525,115.671241821604,94.5563910566254,57.0854340582338,34.5867984977497,23.4129426868712,5.48110687735361,0,57.75,152.305849847226,338.772658109837,1181.69358991619,1611.28940152264,3607.18785736836,2499.52336627308,625.233017989539,51.7442589731121,0.25,2573,4140.2106555623,938.409114591268,377.455072368945,202.994623479173,118.489073321132,63.6286143781993,28.277493238684,5.28535306030528,0,369.25,2494.34775474287,4395.4915826544,5079.79183423917,7705.35705601115,2920.00445145548,282.409856346312,57.1030147917675,10.2444497588633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,0,128.5,315.195269659038,141.510815342525,115.671241821604,94.5563910566254,57.0854340582338,34.5867984977497,23.4129426868712,5.48110687735361,0,57.75,152.305849847226,338.772658109837,1181.69358991619,1611.28940152264,3607.18785736836,2499.52336627308,625.233017989539,51.7442589731121,0.25,2573,4140.2106555623,938.409114591268,377.455072368945,202.994623479173,118.489073321132,63.6286143781993,28.277493238684,5.28535306030528,0,369.25,2494.34775474287,4395.4915826544,5079.79183423917,7705.35705601115,2920.00445145548,282.409856346312,57.1030147917675,10.2444497588633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,0,128.5,315.195269659038,141.510815342525,115.671241821604,94.5563910566254,57.0854340582338,34.5867984977497,23.4129426868712,5.48110687735361,0,57.75,152.305849847226,338.772658109837,1181.69358991619,1611.28940152264,3607.18785736836,2499.52336627308,625.233017989539,51.7442589731121,0.25,2573,4140.2106555623,938.409114591268,377.455072368945,202.994623479173,118.489073321132,63.6286143781993,28.277493238684,5.28535306030528,0,369.25,2494.34775474287,4395.4915826544,5079.79183423917,7705.35705601115,2920.00445145548,282.409856346312,57.1030147917675,10.2444497588633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,0,128.5,315.195269659038,141.510815342525,115.671241821604,94.5563910566254,57.0854340582338,34.5867984977497,23.4129426868712,5.48110687735361,0,57.75,152.305849847226,338.772658109837,1181.69358991619,1611.28940152264,3607.18785736836,2499.52336627308,625.233017989539,51.7442589731121,0.25,2573,4140.2106555623,938.409114591268,377.455072368945,202.994623479173,118.489073321132,63.6286143781993,28.277493238684,5.28535306030528,0,369.25,2494.34775474287,4395.4915826544,5079.79183423917,7705.35705601115,2920.00445145548,282.409856346312,57.1030147917675,10.2444497588633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,0,75.25,174.956402748167,77.1350263729872,70.5895043384318,66.2316857634161,45.9061403037559,25.5793424635977,17.1758165792793,4.17608143036466,0,46.5,198.236027335855,312.717101833991,1218.43694021126,1851.71263123718,4470.52948994537,2224.17797269813,372.92113440133,36.0187023368952,0.25,2814,4049.06910606923,892.899974562462,330.542238771213,174.827453990417,118.601838087812,62.0845167223007,28.602257285128,5.8726145114503,0,308.5,1820.52662832365,3650.0103837075,3826.8559516827,6408.7377837767,2513.26596696122,238.072529206253,46.1895985706198,8.09115777133153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,0,75.25,174.956402748167,77.1350263729872,70.5895043384318,66.2316857634161,45.9061403037559,25.5793424635977,17.1758165792793,4.17608143036466,0,46.5,198.236027335855,312.717101833991,1218.43694021126,1851.71263123718,4470.52948994537,2224.17797269813,372.92113440133,36.0187023368952,0.25,2814,4049.06910606923,892.899974562462,330.542238771213,174.827453990417,118.601838087812,62.0845167223007,28.602257285128,5.8726145114503,0,308.5,1820.52662832365,3650.0103837075,3826.8559516827,6408.7377837767,2513.26596696122,238.072529206253,46.1895985706198,8.09115777133153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,0,75.25,174.956402748167,77.1350263729872,70.5895043384318,66.2316857634161,45.9061403037559,25.5793424635977,17.1758165792793,4.17608143036466,0,46.5,198.236027335855,312.717101833991,1218.43694021126,1851.71263123718,4470.52948994537,2224.17797269813,372.92113440133,36.0187023368952,0.25,2814,4049.06910606923,892.899974562462,330.542238771213,174.827453990417,118.601838087812,62.0845167223007,28.602257285128,5.8726145114503,0,308.5,1820.52662832365,3650.0103837075,3826.8559516827,6408.7377837767,2513.26596696122,238.072529206253,46.1895985706198,8.09115777133153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,0,75.25,174.956402748167,77.1350263729872,70.5895043384318,66.2316857634161,45.9061403037559,25.5793424635977,17.1758165792793,4.17608143036466,0,46.5,198.236027335855,312.717101833991,1218.43694021126,1851.71263123718,4470.52948994537,2224.17797269813,372.92113440133,36.0187023368952,0.25,2814,4049.06910606923,892.899974562462,330.542238771213,174.827453990417,118.601838087812,62.0845167223007,28.602257285128,5.8726145114503,0,308.5,1820.52662832365,3650.0103837075,3826.8559516827,6408.7377837767,2513.26596696122,238.072529206253,46.1895985706198,8.09115777133153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,0,45.75,88.6815972761358,34.3270416552673,52.1541450654367,55.2245565967141,39.0027847512328,22.5431664465336,13.8693958635566,3.19731234512295,0,16.75,62.4875221936734,151.185067686487,466.036080918777,898.810832200597,1708.11842647585,681.529672579864,100.247569678594,16.8348282661575,0,1550,2019.14292847123,535.282805988552,238.262987092128,133.681102915177,81.5688249577015,43.780022683941,17.345020635549,2.93630725572515,0.25,357,2176.21827344361,4457.63940242067,4710.33000429328,8891.3208435398,3251.32268175387,188.958417808736,44.0107266027875,7.69965013723483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,0,45.75,88.6815972761358,34.3270416552673,52.1541450654367,55.2245565967141,39.0027847512328,22.5431664465336,13.8693958635566,3.19731234512295,0,16.75,62.4875221936734,151.185067686487,466.036080918777,898.810832200597,1708.11842647585,681.529672579864,100.247569678594,16.8348282661575,0,1550,2019.14292847123,535.282805988552,238.262987092128,133.681102915177,81.5688249577015,43.780022683941,17.345020635549,2.93630725572515,0.25,357,2176.21827344361,4457.63940242067,4710.33000429328,8891.3208435398,3251.32268175387,188.958417808736,44.0107266027875,7.69965013723483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,0,45.75,88.6815972761358,34.3270416552673,52.1541450654367,55.2245565967141,39.0027847512328,22.5431664465336,13.8693958635566,3.19731234512295,0,16.75,62.4875221936734,151.185067686487,466.036080918777,898.810832200597,1708.11842647585,681.529672579864,100.247569678594,16.8348282661575,0,1550,2019.14292847123,535.282805988552,238.262987092128,133.681102915177,81.5688249577015,43.780022683941,17.345020635549,2.93630725572515,0.25,357,2176.21827344361,4457.63940242067,4710.33000429328,8891.3208435398,3251.32268175387,188.958417808736,44.0107266027875,7.69965013723483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,0,45.75,88.6815972761358,34.3270416552673,52.1541450654367,55.2245565967141,39.0027847512328,22.5431664465336,13.8693958635566,3.19731234512295,0,16.75,62.4875221936734,151.185067686487,466.036080918777,898.810832200597,1708.11842647585,681.529672579864,100.247569678594,16.8348282661575,0,1550,2019.14292847123,535.282805988552,238.262987092128,133.681102915177,81.5688249577015,43.780022683941,17.345020635549,2.93630725572515,0.25,357,2176.21827344361,4457.63940242067,4710.33000429328,8891.3208435398,3251.32268175387,188.958417808736,44.0107266027875,7.69965013723483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,0,0.25,5.86808873823819,10.6743483443411,22.0907137453272,18.3845640920567,7.61588002088154,4.84532928186476,1.8253219602421,0.195753817048343,0,1.25,21.9426552949548,113.085648504436,232.832557064668,302.61385944463,749.609794371825,263.831182210324,14.3217394916894,3.2625636174724,0,322.5,442.889979564943,153.049130603588,65.8023762679757,31.9412364139592,15.1062252605195,6.87307738660375,4.47870287247038,1.10927162994061,0,27.75,170.426628019858,644.113648038455,591.944496598985,2704.92285867672,1010.37218008175,11.9315179064543,3.01666049897705,0.522010178795583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,0,0.25,5.86808873823819,10.6743483443411,22.0907137453272,18.3845640920567,7.61588002088154,4.84532928186476,1.8253219602421,0.195753817048343,0,1.25,21.9426552949548,113.085648504436,232.832557064668,302.61385944463,749.609794371825,263.831182210324,14.3217394916894,3.2625636174724,0,322.5,442.889979564943,153.049130603588,65.8023762679757,31.9412364139592,15.1062252605195,6.87307738660375,4.47870287247038,1.10927162994061,0,27.75,170.426628019858,644.113648038455,591.944496598985,2704.92285867672,1010.37218008175,11.9315179064543,3.01666049897705,0.522010178795583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,0,0.25,5.86808873823819,10.6743483443411,22.0907137453272,18.3845640920567,7.61588002088154,4.84532928186476,1.8253219602421,0.195753817048343,0,1.25,21.9426552949548,113.085648504436,232.832557064668,302.61385944463,749.609794371825,263.831182210324,14.3217394916894,3.2625636174724,0,322.5,442.889979564943,153.049130603588,65.8023762679757,31.9412364139592,15.1062252605195,6.87307738660375,4.47870287247038,1.10927162994061,0,27.75,170.426628019858,644.113648038455,591.944496598985,2704.92285867672,1010.37218008175,11.9315179064543,3.01666049897705,0.522010178795583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,0,0.25,5.86808873823819,10.6743483443411,22.0907137453272,18.3845640920567,7.61588002088154,4.84532928186476,1.8253219602421,0.195753817048343,0,1.25,21.9426552949548,113.085648504436,232.832557064668,302.61385944463,749.609794371825,263.831182210324,14.3217394916894,3.2625636174724,0,322.5,442.889979564943,153.049130603588,65.8023762679757,31.9412364139592,15.1062252605195,6.87307738660375,4.47870287247038,1.10927162994061,0,27.75,170.426628019858,644.113648038455,591.944496598985,2704.92285867672,1010.37218008175,11.9315179064543,3.01666049897705,0.522010178795583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,0,80.75,204.44187033089,103.901794280559,110.635051479817,88.3194524601309,53.6759441455016,34.3818377388762,23.7824401421723,5.6116094220525,0,64.5,258.153802088467,329.354419531289,1327.79334511914,2580.71275488749,3037.9107113098,1206.74928877539,194.585999506683,21.9896787817639,0,1925.5,2482.91212986354,661.359504697985,320.78718688911,187.334689174233,117.050146421326,64.609699204578,27.3027983230218,4.89384542620857,0.5,338.25,1914.21509932639,3144.2672003335,4001.32637017085,9128.7338889665,3291.89916554415,146.044923700701,35.629732357062,6.1336196008481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,0,80.75,204.44187033089,103.901794280559,110.635051479817,88.3194524601309,53.6759441455016,34.3818377388762,23.7824401421723,5.6116094220525,0,64.5,258.153802088467,329.354419531289,1327.79334511914,2580.71275488749,3037.9107113098,1206.74928877539,194.585999506683,21.9896787817639,0,1925.5,2482.91212986354,661.359504697985,320.78718688911,187.334689174233,117.050146421326,64.609699204578,27.3027983230218,4.89384542620857,0.5,338.25,1914.21509932639,3144.2672003335,4001.32637017085,9128.7338889665,3291.89916554415,146.044923700701,35.629732357062,6.1336196008481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,0,80.75,204.44187033089,103.901794280559,110.635051479817,88.3194524601309,53.6759441455016,34.3818377388762,23.7824401421723,5.6116094220525,0,64.5,258.153802088467,329.354419531289,1327.79334511914,2580.71275488749,3037.9107113098,1206.74928877539,194.585999506683,21.9896787817639,0,1925.5,2482.91212986354,661.359504697985,320.78718688911,187.334689174233,117.050146421326,64.609699204578,27.3027983230218,4.89384542620857,0.5,338.25,1914.21509932639,3144.2672003335,4001.32637017085,9128.7338889665,3291.89916554415,146.044923700701,35.629732357062,6.1336196008481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,0,80.75,204.44187033089,103.901794280559,110.635051479817,88.3194524601309,53.6759441455016,34.3818377388762,23.7824401421723,5.6116094220525,0,64.5,258.153802088467,329.354419531289,1327.79334511914,2580.71275488749,3037.9107113098,1206.74928877539,194.585999506683,21.9896787817639,0,1925.5,2482.91212986354,661.359504697985,320.78718688911,187.334689174233,117.050146421326,64.609699204578,27.3027983230218,4.89384542620857,0.5,338.25,1914.21509932639,3144.2672003335,4001.32637017085,9128.7338889665,3291.89916554415,146.044923700701,35.629732357062,6.1336196008481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,0,120.75,285.701508562201,142.500408488547,178.813659133891,160.83832462764,111.544716992785,66.4188524693785,42.6338337837415,10.0486959418149,0,471.75,866.750409612509,348.539526183015,1263.13912206983,2757.20807331609,3445.26488440711,1130.87501777929,142.240396619616,29.2325700125526,0,1981.5,2421.81189780041,703.548778877083,332.34916447985,199.039760193807,132.911637987996,80.1950921295088,33.6515565645915,5.7421119667514,0,287.25,1671.4190378511,3208.8164063884,3349.70025159512,4250.2271073158,1489.73496545857,113.947739196353,20.5114260324783,3.39306616217128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,0,120.75,285.701508562201,142.500408488547,178.813659133891,160.83832462764,111.544716992785,66.4188524693785,42.6338337837415,10.0486959418149,0,471.75,866.750409612509,348.539526183015,1263.13912206983,2757.20807331609,3445.26488440711,1130.87501777929,142.240396619616,29.2325700125526,0,1981.5,2421.81189780041,703.548778877083,332.34916447985,199.039760193807,132.911637987996,80.1950921295088,33.6515565645915,5.7421119667514,0,287.25,1671.4190378511,3208.8164063884,3349.70025159512,4250.2271073158,1489.73496545857,113.947739196353,20.5114260324783,3.39306616217128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,0,120.75,285.701508562201,142.500408488547,178.813659133891,160.83832462764,111.544716992785,66.4188524693785,42.6338337837415,10.0486959418149,0,471.75,866.750409612509,348.539526183015,1263.13912206983,2757.20807331609,3445.26488440711,1130.87501777929,142.240396619616,29.2325700125526,0,1981.5,2421.81189780041,703.548778877083,332.34916447985,199.039760193807,132.911637987996,80.1950921295088,33.6515565645915,5.7421119667514,0,287.25,1671.4190378511,3208.8164063884,3349.70025159512,4250.2271073158,1489.73496545857,113.947739196353,20.5114260324783,3.39306616217128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,0,120.75,285.701508562201,142.500408488547,178.813659133891,160.83832462764,111.544716992785,66.4188524693785,42.6338337837415,10.0486959418149,0,471.75,866.750409612509,348.539526183015,1263.13912206983,2757.20807331609,3445.26488440711,1130.87501777929,142.240396619616,29.2325700125526,0,1981.5,2421.81189780041,703.548778877083,332.34916447985,199.039760193807,132.911637987996,80.1950921295088,33.6515565645915,5.7421119667514,0,287.25,1671.4190378511,3208.8164063884,3349.70025159512,4250.2271073158,1489.73496545857,113.947739196353,20.5114260324783,3.39306616217128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,0,104.25,239.616593880419,108.724986755622,123.216118478831,118.569689061696,75.7692675721602,44.0861303836709,29.9048251815103,7.11238868608981,0.25,197.75,355.055139953472,223.382643814087,1350.33527213816,2896.3509379154,1980.19338968077,506.719330430601,93.8116480009262,19.9016380665816,0,3336.25,3071.9265121402,746.2437279678,362.418214511573,229.939012862028,151.399438956709,74.524361286382,29.1981279426608,5.35060433265472,0,431.5,3098.65924293077,4179.3441224641,7275.57028411338,5161.24043101748,1154.82367284047,121.542629097651,37.2512492076662,6.06836832849865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,0,104.25,239.616593880419,108.724986755622,123.216118478831,118.569689061696,75.7692675721602,44.0861303836709,29.9048251815103,7.11238868608981,0.25,197.75,355.055139953472,223.382643814087,1350.33527213816,2896.3509379154,1980.19338968077,506.719330430601,93.8116480009262,19.9016380665816,0,3336.25,3071.9265121402,746.2437279678,362.418214511573,229.939012862028,151.399438956709,74.524361286382,29.1981279426608,5.35060433265472,0,431.5,3098.65924293077,4179.3441224641,7275.57028411338,5161.24043101748,1154.82367284047,121.542629097651,37.2512492076662,6.06836832849865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,0,104.25,239.616593880419,108.724986755622,123.216118478831,118.569689061696,75.7692675721602,44.0861303836709,29.9048251815103,7.11238868608981,0.25,197.75,355.055139953472,223.382643814087,1350.33527213816,2896.3509379154,1980.19338968077,506.719330430601,93.8116480009262,19.9016380665816,0,3336.25,3071.9265121402,746.2437279678,362.418214511573,229.939012862028,151.399438956709,74.524361286382,29.1981279426608,5.35060433265472,0,431.5,3098.65924293077,4179.3441224641,7275.57028411338,5161.24043101748,1154.82367284047,121.542629097651,37.2512492076662,6.06836832849865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,0,104.25,239.616593880419,108.724986755622,123.216118478831,118.569689061696,75.7692675721602,44.0861303836709,29.9048251815103,7.11238868608981,0.25,197.75,355.055139953472,223.382643814087,1350.33527213816,2896.3509379154,1980.19338968077,506.719330430601,93.8116480009262,19.9016380665816,0,3336.25,3071.9265121402,746.2437279678,362.418214511573,229.939012862028,151.399438956709,74.524361286382,29.1981279426608,5.35060433265472,0,431.5,3098.65924293077,4179.3441224641,7275.57028411338,5161.24043101748,1154.82367284047,121.542629097651,37.2512492076662,6.06836832849865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,0,80,198.329310602061,114.933950824818,136.659439053154,120.00265745444,80.5350497196073,55.6105434971712,47.1728147364498,12.0062341122984,0,379.75,659.232552937395,217.950759849575,1129.42230547558,2469.1762194903,1471.05159341893,320.442078064525,72.0956421399478,17.8788486237487,0,3237,2702.9696247092,540.901168815553,296.341176023462,203.934128577639,116.280369038644,53.2711291669335,28.0382815230178,6.26412214554697,0,582.25,3464.53610986595,4997.55743271515,6993.33853858108,3871.18037201777,717.82751406627,98.2015540234348,36.811341316638,7.04713741374035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,0,80,198.329310602061,114.933950824818,136.659439053154,120.00265745444,80.5350497196073,55.6105434971712,47.1728147364498,12.0062341122984,0,379.75,659.232552937395,217.950759849575,1129.42230547558,2469.1762194903,1471.05159341893,320.442078064525,72.0956421399478,17.8788486237487,0,3237,2702.9696247092,540.901168815553,296.341176023462,203.934128577639,116.280369038644,53.2711291669335,28.0382815230178,6.26412214554697,0,582.25,3464.53610986595,4997.55743271515,6993.33853858108,3871.18037201777,717.82751406627,98.2015540234348,36.811341316638,7.04713741374035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,0,80,198.329310602061,114.933950824818,136.659439053154,120.00265745444,80.5350497196073,55.6105434971712,47.1728147364498,12.0062341122984,0,379.75,659.232552937395,217.950759849575,1129.42230547558,2469.1762194903,1471.05159341893,320.442078064525,72.0956421399478,17.8788486237487,0,3237,2702.9696247092,540.901168815553,296.341176023462,203.934128577639,116.280369038644,53.2711291669335,28.0382815230178,6.26412214554697,0,582.25,3464.53610986595,4997.55743271515,6993.33853858108,3871.18037201777,717.82751406627,98.2015540234348,36.811341316638,7.04713741374035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,0,80,198.329310602061,114.933950824818,136.659439053154,120.00265745444,80.5350497196073,55.6105434971712,47.1728147364498,12.0062341122984,0,379.75,659.232552937395,217.950759849575,1129.42230547558,2469.1762194903,1471.05159341893,320.442078064525,72.0956421399478,17.8788486237487,0,3237,2702.9696247092,540.901168815553,296.341176023462,203.934128577639,116.280369038644,53.2711291669335,28.0382815230178,6.26412214554697,0,582.25,3464.53610986595,4997.55743271515,6993.33853858108,3871.18037201777,717.82751406627,98.2015540234348,36.811341316638,7.04713741374035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,0,80.75,175.341078514634,89.7991911302086,130.976134640017,148.770338866354,98.1141353963877,58.25317387853,38.1870258066934,8.80892176717545,0,354.75,626.805064883162,233.223693460891,1322.00975746566,3042.36214925716,2325.1088820502,595.650140602347,79.4292276526685,17.1610846279048,0,3353.75,2326.61401377729,524.116964647283,277.287006734877,175.313224524371,101.328067598989,44.6790782524805,19.6160655790413,4.04557888566575,0,602.75,3022.02352272835,4407.0311074284,7274.43353487463,3740.0170046613,575.650417790132,87.6090980901895,35.1229257409133,7.1123886860898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,0,80.75,175.341078514634,89.7991911302086,130.976134640017,148.770338866354,98.1141353963877,58.25317387853,38.1870258066934,8.80892176717545,0,354.75,626.805064883162,233.223693460891,1322.00975746566,3042.36214925716,2325.1088820502,595.650140602347,79.4292276526685,17.1610846279048,0,3353.75,2326.61401377729,524.116964647283,277.287006734877,175.313224524371,101.328067598989,44.6790782524805,19.6160655790413,4.04557888566575,0,602.75,3022.02352272835,4407.0311074284,7274.43353487463,3740.0170046613,575.650417790132,87.6090980901895,35.1229257409133,7.1123886860898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,0,80.75,175.341078514634,89.7991911302086,130.976134640017,148.770338866354,98.1141353963877,58.25317387853,38.1870258066934,8.80892176717545,0,354.75,626.805064883162,233.223693460891,1322.00975746566,3042.36214925716,2325.1088820502,595.650140602347,79.4292276526685,17.1610846279048,0,3353.75,2326.61401377729,524.116964647283,277.287006734877,175.313224524371,101.328067598989,44.6790782524805,19.6160655790413,4.04557888566575,0,602.75,3022.02352272835,4407.0311074284,7274.43353487463,3740.0170046613,575.650417790132,87.6090980901895,35.1229257409133,7.1123886860898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,0,80.75,175.341078514634,89.7991911302086,130.976134640017,148.770338866354,98.1141353963877,58.25317387853,38.1870258066934,8.80892176717545,0,354.75,626.805064883162,233.223693460891,1322.00975746566,3042.36214925716,2325.1088820502,595.650140602347,79.4292276526685,17.1610846279048,0,3353.75,2326.61401377729,524.116964647283,277.287006734877,175.313224524371,101.328067598989,44.6790782524805,19.6160655790413,4.04557888566575,0,602.75,3022.02352272835,4407.0311074284,7274.43353487463,3740.0170046613,575.650417790132,87.6090980901895,35.1229257409133,7.1123886860898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-17,0,36.5,86.6166689507304,55.2734491792251,83.2054471334043,71.9163772122778,51.9156081975994,27.2381462176015,12.843749670485,2.7405534386768,0,434.25,700.457037571611,147.501282920246,538.294437324895,1143.37104358205,794.339271249616,200.107878502834,29.6216856096474,5.80736323910084,0,1922,1490.96977484982,446.48335432002,229.909018333267,130.15496997451,68.1806686423742,28.8341133206,11.1300598442205,2.08804071518233,0,736.75,3443.55639650355,4893.51376780338,5795.42109469972,2841.90383984242,512.14408357457,94.1023388459693,32.5621205806755,5.54635814970305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
